,rating,rating
Ginga Eiyuu Densetsu,185,9.216216216216216
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,139,7.81294964028777
Ginga Kikoutai Majestic Prince,96,7.0625
Gingitsune,136,6.580882352941177
Giniro no Kami no Agito,683,6.900439238653002
Gintama,954,8.684486373165619
Gintama Movie: Kanketsu-hen - Yorozuya yo Eien Nare,418,8.385167464114833
Gintama Movie: Shinyaku Benizakura-hen,373,7.745308310991957
Gintama&#039,626,8.642172523961662
Gintama&#039: Enchousen,334,8.263473053892216
GintamaÂ°,139,8.510791366906474
GintamaÂ°: Aizome Kaori-hen,5,5.2
Girlfriend (Kari),64,6.484375
Girls und Panzer,999,7.33033033033033
Girls und Panzer der Film,106,8.330188679245284
Girls und Panzer: Kore ga Hontou no Anzio-sen Desu!,108,7.314814814814815
Glass no Hana to Kowasu Sekai,39,5.666666666666667
Glass no Kamen (2005),80,8.2625
Glasslip,531,5.427495291902072
Gochuumon wa Usagi Desu ka?,399,6.9223057644110275
Gochuumon wa Usagi Desu ka??,103,7.203883495145631
God Eater,533,7.00187617260788
Goku Sayonara Zetsubou Sensei,375,7.472
Gokukoku no Brynhildr,1349,6.853224610822831
Gokusen,248,6.794354838709677
Golden Time,2243,7.584930896121266
Golgo 13 (TV),27,7.2592592592592595
Gosick,1902,7.989484752891693
Grappler Baki (TV),178,7.073033707865169
Grappler Baki: Saidai Tournament-hen,112,7.258928571428571
Gravitation,1869,6.7410379882289995
Gravitation: Lyrics of Love,641,6.273010920436818
Great Teacher Onizuka,3074,8.417371502927782
Groove Adventure Rave,280,7.089285714285714
Gugure! Kokkuri-san,532,6.977443609022556
Guilty Crown,4986,7.6389891696750905
Guilty Crown: Lost Christmas,527,5.920303605313093
Guin Saga,81,6.888888888888889
Gun x Sword,362,7.1187845303867405
Gundam Build Fighters,145,7.979310344827586
Gundam Build Fighters Try,65,7.123076923076923
Gundam: G no Reconguista,23,5.130434782608695
Gungrave,926,7.762419006479481
Gunnm,344,6.578488372093023
Gunslinger Girl,1245,7.228112449799196
Gunslinger Girl: Il Teatrino,310,7.167741935483871
Gunslinger Girl: Il Teatrino OVA,109,6.89908256880734
Gunslinger Stratos: The Animation,139,6.23021582733813
Gunsmith Cats,201,6.895522388059701
Gyakkyou Burai Kaiji: Hakairoku-hen,372,7.900537634408602
Gyakkyou Burai Kaiji: Ultimate Survivor,721,7.9639389736477115
"Gyakuten Saiban: Sono &quotShinjitsu&quot, Igi Ari!",69,6.188405797101449
Gyo,293,5.037542662116041
Hachimitsu to Clover,1103,7.799637352674524
Hachimitsu to Clover II,731,7.998632010943912
Hacka Doll The Animation,50,6.34
Hadashi no Gen,179,7.156424581005586
Hai to Gensou no Grimgar,878,7.376993166287016
Haibane Renmei,1193,7.805532271584242
Haikyuu!!,2169,7.940064545873675
Haikyuu!! Movie 1: Owari to Hajimari,19,6.631578947368421
Haikyuu!! OVA,224,6.4375
Haikyuu!! Second Season,856,7.929906542056075
Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,200,7.975
Haiyore! Nyaruko-san,1318,6.896813353566009
Haiyore! Nyaruko-san F,80,7.0
Haiyore! Nyaruko-san W,702,7.076923076923077
Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,93,6.010752688172043
Haiyoru! Nyaruani,106,5.339622641509434
Haiyoru! Nyaruani: Remember My Love(craft-sensei),95,5.484210526315789
Hajime no Ippo,1131,8.473032714412025
Hajime no Ippo: Mashiba vs. Kimura,370,7.54054054054054
Hajime no Ippo: New Challenger,689,8.203193033381712
Hajime no Ippo: Rising,301,8.03654485049834
Hakkenden: Touhou Hakken Ibun,300,7.11
Hakkenden: Touhou Hakken Ibun 2nd Season,176,7.357954545454546
Hakuouki,1047,7.112702960840497
Hakuouki Hekketsuroku,619,7.201938610662359
Hakuouki Reimeiroku,215,7.297674418604651
Hakuouki Sekkaroku,129,7.573643410852713
Hakushaku to Yousei,892,7.058295964125561
Hal,479,6.914405010438413
Hamatora The Animation,760,6.818421052631579
Hametsu no Mars,347,2.15850144092219
Hana yori Dango,310,7.116129032258065
Hanamaru Youchien,345,7.197101449275363
Hanamonogatari,828,7.538647342995169
Hanasakeru Seishounen,295,7.477966101694915
Hanasaku Iroha,973,7.649537512846865
Hanasaku Iroha: Home Sweet Home,156,6.846153846153846
Hanayamata,237,6.9789029535864975
Hanbun no Tsuki ga Noboru Sora,822,7.189781021897811
Handa-kun,79,6.734177215189874
Harmonie,174,6.655172413793103
Harmony,47,6.553191489361702
HaruChika: Haruta to Chika wa Seishun suru,79,6.594936708860759
Harukanaru Toki no Naka de: Hachiyou Shou,109,7.045871559633028
Hataraki Man,58,6.603448275862069
Hataraku Maou-sama!,4864,7.482730263157895
Hatenkou Yuugi,243,7.135802469135802
Hatsukoi Limited,529,6.9886578449905485
Hatsukoi Monster,48,4.8125
Heartcatch Precure!,52,7.230769230769231
Heavy Object,88,6.954545454545454
Heisei Tanuki Gassen Ponpoko,625,6.6608
Hello!! Kiniro Mosaic,145,7.027586206896552
Hellsing,5651,7.246151123694921
Hellsing I: Digest for Freaks,174,6.5
Hellsing Ultimate,2418,8.093465674110835
Heppoko Jikken Animation Excelâ¥Saga,870,7.386206896551724
Heroic Age,380,7.38421052631579
Heroman,79,6.962025316455696
"Hetalia Axis Powers Movie: Paint it, White",782,6.60997442455243
Hibike! Euphonium,727,7.5722145804676755
Hidamari Sketch,240,7.225
Hidamari Sketch x 365,138,7.355072463768116
Hidamari Sketch x âââ,91,7.516483516483516
Hidan no Aria,1838,6.822633297062024
Hidan no Aria AA,67,5.746268656716418
Higashi no Eden,3539,7.569935009889799
Higashi no Eden Movie I: The King of Eden,1393,6.949748743718593
Higashi no Eden Movie II: Paradise Lost,986,7.033468559837728
Higashi no Eden Soushuuhen: Air Communication,133,6.7518796992481205
High School Fleet,91,7.043956043956044
HighâSpeed!: Free! Starting Days,59,6.915254237288136
Higurashi no Naku Koro ni,5275,7.9340284360189575
Higurashi no Naku Koro ni Kai,3364,8.044292508917955
Higurashi no Naku Koro ni Kaku: Outbreak,310,6.612903225806452
Higurashi no Naku Koro ni Kira,531,6.160075329566855
Higurashi no Naku Koro ni Rei,1522,6.910643889618923
Hiiro no Kakera,570,6.575438596491228
Hiiro no Kakera Dai Ni Shou,300,6.99
Hikaru no Go,464,7.894396551724138
Himawari!,71,5.845070422535211
Himegoto,283,5.374558303886926
Himouto! Umaru-chan,1063,6.905926622765757
Himouto! Umaru-chan: Umaru-chan Mou Ikkai!,116,6.4655172413793105
Hitohira,97,6.402061855670103
Hitori no Shita: The Outcast,22,6.454545454545454
Hitsugi no Chaika,1120,7.0008928571428575
Hitsugi no Chaika OVA,85,6.5058823529411764
Hitsugi no Chaika: Avenging Battle,534,6.889513108614232
Hokuto no Ken,160,8.03125
Honoo no Mirage,130,5.953846153846154
Hoozuki no Reitetsu,188,6.957446808510638
Hori-san to Miyamura-kun,98,6.316326530612245
Hoshi no Koe,1389,7.086393088552915
Hoshi wo Ou Kodomo,751,7.175765645805592
Hotaru no Haka,3384,8.035756501182034
Hotarubi no Mori e,2494,8.04129911788292
Houkago no Pleiades (TV),43,6.255813953488372
Hourou Musuko,310,7.448387096774193
Howl no Ugoku Shiro,8580,8.062004662004663
Hungry Heart: Wild Striker,94,7.574468085106383
Hunter x Hunter,1436,7.665738161559888
Hunter x Hunter (2011),2435,8.752361396303902
Hunter x Hunter Movie: Phantom Rouge,356,6.74438202247191
Hunter x Hunter Movie: The Last Mission,263,6.737642585551331
Hunter x Hunter OVA,559,7.431127012522361
Hunter x Hunter: Greed Island,628,7.320063694267516
Hunter x Hunter: Greed Island Final,585,7.516239316239316
Hyakko,255,6.752941176470588
Hybrid Child,235,6.727659574468085
Hyouka,3373,7.621701749184702
Hyouka: Motsubeki Mono wa,842,6.214964370546318
I My Me! Strawberry Eggs,360,6.677777777777778
Ibara no Ou,405,6.780246913580247
Ichigo Mashimaro,476,7.3466386554621845
Ichigo Mashimaro Encore,111,7.081081081081081
Ichigo Mashimaro OVA,167,7.347305389221557
Ikoku Meiro no CroisÃ©e The Animation,167,7.0359281437125745
"Ima, Soko ni Iru Boku",353,7.589235127478753
Imawa no Kuni no Alice (OVA),79,5.987341772151899
"Inari, Konkon, Koi Iroha.",347,6.550432276657061
"Inari, Konkon, Koi Iroha.: Inari, Konkon, Semishigure.",60,5.966666666666667
Inazuma Eleven,263,7.171102661596958
Inazuma Eleven Go,127,6.393700787401575
Initial D Battle Stage,161,6.118012422360248
Initial D Extra Stage,191,5.963350785340314
Initial D Fifth Stage,161,7.298136645962733
Initial D Final Stage,110,7.9
Initial D First Stage,705,7.404255319148936
Initial D Fourth Stage,437,7.3180778032036615
Initial D Second Stage,576,7.116319444444445
Initial D Third Stage,494,7.076923076923077
Innocent Venus,154,6.746753246753247
Inou-Battle wa Nichijou-kei no Naka de,905,6.822099447513812
Inu to Hasami wa Tsukaiyou,432,6.351851851851852
Inu x Boku SS,2535,7.216173570019724
InuYasha,3200,7.4465625
InuYasha: Guren no Houraijima,968,6.349173553719008
InuYasha: Kagami no Naka no Mugenjo,1165,6.780257510729614
InuYasha: Kanketsu-hen,987,7.853090172239108
InuYasha: Tenka Hadou no Ken,998,6.844689378757515
InuYasha: Toki wo Koeru Omoi,1066,6.694183864915572
Inugami-san to Nekoyama-san,259,6.096525096525096
"Iriya no Sora, UFO no Natsu",141,7.00709219858156
Iron Man,104,5.644230769230769
Isshuukan Friends.,1104,7.245471014492754
Itazura na Kiss,2147,7.3628318584070795
Ixion Saga DT,179,7.167597765363128
Jigoku Shoujo,1906,7.281217208814271
Jigoku Shoujo Futakomori,886,7.544018058690745
Jigoku Shoujo Mitsuganae,452,7.232300884955753
Jin-Rou,732,7.435792349726776
Jinrui wa Suitai Shimashita,374,7.331550802139038
Jinsei,110,6.290909090909091
Jitsu wa Watashi wa,404,6.405940594059406
JoJo no Kimyou na Bouken,181,6.430939226519337
JoJo no Kimyou na Bouken (TV),1513,8.068076668869795
JoJo no Kimyou na Bouken: Adventure,163,5.9447852760736195
JoJo no Kimyou na Bouken: Stardust Crusaders,959,7.636079249217936
JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,686,7.880466472303207
Joker Game,198,6.777777777777778
Jormungand,851,7.522914218566393
Jormungand: Perfect Order,506,7.626482213438735
Joshiraku,202,7.252475247524752
Joukamachi no Dandelion,214,6.691588785046729
Jungle wa Itsumo Hare nochi Guu,209,7.923444976076555
Junjou Romantica,3181,7.463061930210626
Junjou Romantica 2,2411,7.416424720033182
Junjou Romantica 3,326,6.708588957055214
Junjou Romantica OVA,93,6.43010752688172
Junketsu no Maria,269,7.189591078066915
Juubee Ninpuuchou,1127,7.167701863354037
Juubee Ninpuuchou: Ryuuhougyoku-hen,268,6.649253731343284
Juuni Kokuki,380,7.781578947368421
Juushin Enbu: Hero Tales,60,6.733333333333333
Jyu Oh Sei,414,7.082125603864735
K,3016,7.349137931034483
K-On!,6760,7.449260355029586
K-On! Movie,1637,7.657910812461821
K-On!!,3444,7.610046457607433
K: Missing Kings,486,7.041152263374485
K: Return of Kings,317,7.034700315457413
Kachou Ouji,58,7.120689655172414
Kage kara Mamoru!,137,6.45985401459854
Kagewani,44,6.204545454545454
Kaguya-hime no Monogatari,347,7.354466858789626
Kaiba,291,8.189003436426116
Kaibutsu Oujo,265,6.577358490566038
Kaichou wa Maid-sama!,6267,7.720759534067337
Kakumeiki Valvrave,640,7.05
Kakumeiki Valvrave 2nd Season,356,7.191011235955056
Kakurenbo,368,6.788043478260869
Kaleido Star,526,7.526615969581749
Kami nomi zo Shiru Sekai: 4-nin to Idol,586,6.575085324232082
Kami nomi zo Shiru Sekai: Flag 0,329,5.787234042553192
Kamichama Karin,362,7.058011049723757
Kamichu!,192,6.786458333333333
Kamikaze Kaitou Jeanne,506,6.867588932806324
Kamisama Dolls,213,6.291079812206573
Kamisama Hajimemashita,2381,7.4834103317933645
Kamisama Hajimemashita OVA,335,6.552238805970149
Kamisama Hajimemashita: Kako-hen,76,8.013157894736842
Kamisama Hajimemashitaâ,766,7.095300261096606
Kamisama Kazoku,352,6.923295454545454
Kamisama no Inai Nichiyoubi,659,7.112291350531108
Kamisama no Memochou,808,7.412128712871287
Kannagi,909,6.992299229922993
Kannazuki no Miko,540,6.874074074074074
Kanojo to Kanojo no Neko,1056,6.820075757575758
Kanojo to Kanojo no Neko: Everything Flows,145,6.9655172413793105
Kanon,429,6.972027972027972
Kanon (2006),2479,8.043565954013715
Kantai Collection: KanColle,567,6.7407407407407405
Kara no Kyoukai 1: Fukan Fuukei,1879,7.051623203831825
Kara no Kyoukai 2: Satsujin Kousatsu (Zen),1442,7.261442441054092
Kara no Kyoukai 3: Tsuukaku Zanryuu,1328,7.452560240963855
Kara no Kyoukai 4: Garan no Dou,1207,7.297431648715825
Kara no Kyoukai 5: Mujun Rasen,1152,7.920138888888889
Kara no Kyoukai 6: Boukyaku Rokuon,951,7.023133543638275
Kara no Kyoukai 7: Satsujin Kousatsu (Kou),873,7.902634593356243
Kara no Kyoukai Remix: Gate of Seventh Heaven,123,6.821138211382114
Kara no Kyoukai: Mirai Fukuin,170,7.770588235294118
Karas,516,7.246124031007752
Kareshi Kanojo no Jijou,879,7.204778156996587
Karigurashi no Arrietty,1723,7.2907719094602434
Karin,1638,6.784493284493284
Karneval (TV),988,6.909919028340081
Kashimashi: Girl Meets Girl,395,6.526582278481013
Katanagatari,1063,8.357478833490122
Katekyo Hitman Reborn!,1488,8.0625
Katte ni Kaizou,55,6.636363636363637
Kaze Tachinu,872,7.5172018348623855
Kaze no Stigma,2202,7.1289736603088105
Kaze no Tani no NausicaÃ¤,3005,7.714475873544093
Kekkai Sensen,821,7.129110840438489
Kekkaishi,356,7.275280898876405
Kemono no Souja Erin,74,8.216216216216216
Kemonozume,159,7.635220125786163
Kenran Butou Sai: The Mars Daybreak,67,6.522388059701493
Keroro Gunsou,69,7.144927536231884
Kiba,282,7.102836879432624
Kiddy GiRL-AND,53,5.849056603773585
Kidou Senkan Nadesico,216,7.412037037037037
Kidou Tenshi Angelic Layer,493,6.77079107505071
Kill Me Baby,361,6.71191135734072
Kill la Kill,5505,7.790372388737511
Kimagure OrangeâRoad,47,7.595744680851064
Kimi ga Nozomu Eien,1282,7.154446177847114
Kimi ga Nozomu Eien: Next Season,215,6.562790697674418
Kimi ni Todoke,4340,7.52258064516129
Kimi ni Todoke 2nd Season,2597,7.35271467077397
Kimi no Iru Machi,396,6.752525252525253
Kimi no Iru Machi: Tasogare Kousaten,178,6.179775280898877
Kimi no Na wa.,776,8.77319587628866
Kimi to Boku.,562,7.270462633451957
Kimi to Boku. 2,330,7.590909090909091
Kimikiss Pure Rouge,581,7.163511187607573
Kingdom,122,7.672131147540983
Kingdom 2nd Season,80,7.8375
Kingsglaive: Final Fantasy XV,76,7.0394736842105265
Kiniro Mosaic,453,6.847682119205298
Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,213,7.455399061032864
Kino no Tabi: The Beautiful World,719,8.097357440890125
Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,162,7.098765432098766
KirarinâRevolution,72,6.791666666666667
Kiseijuu: Sei no Kakuritsu,3933,8.074497838799898
Kitakubu Katsudou Kiroku,82,6.560975609756097
Kite Liberator,182,6.0054945054945055
Kiznaiver,762,7.07742782152231
Kizumonogatari I: Tekketsu-hen,169,6.940828402366864
Kizumonogatari II: Nekketsu-hen,15,6.466666666666667
Kobato.,653,7.9785604900459415
Kodomo no Omocha (TV),242,7.43801652892562
Koe no Katachi,5,9.0
Koi Kaze,257,6.875486381322958
Koi to Senkyo to Chocolate,674,6.922848664688427
Koihimeâ Musou,204,6.705882352941177
Kokoro Connect,2881,7.567164179104478
Kokoro ga Sakebitagatterunda.,209,7.832535885167464
Komori-san wa Kotowarenai!,71,5.887323943661972
Konjiki no Gash Bell!!,196,6.86734693877551
Kono Bijutsubu ni wa Mondai ga Aru!,130,6.815384615384615
"Kono Danshi, Ningyo Hiroimashita.",164,6.567073170731708
"Kono Danshi, Uchuujin to Tatakaemasu.",112,5.839285714285714
Kono Minikuku mo Utsukushii Sekai,523,6.688336520076482
Kono Subarashii Sekai ni Shukufuku wo!,1258,7.237678855325914
Kono Subarashii Sekai ni Shukufuku wo! OVA,202,6.599009900990099
Kotonoha no Niwa,2287,7.726278968080455
Kotoura-san,1171,6.873612297181896
Koufuku Graffiti,143,6.811188811188811
Koutetsu Tenshi Kurumi,152,6.671052631578948
Koutetsujou no Kabaneri,1080,6.895370370370371
Kowabon,65,4.461538461538462
Kowarekake no Orgel,199,6.663316582914573
Kuma Miko,91,6.043956043956044
"Kumo no Mukou, Yakusoku no Basho",1428,7.4600840336134455
Kuragehime,1588,7.647984886649874
Kurau Phantom Memory,64,7.421875
Kure-nai,352,7.318181818181818
Kurenai no Buta,1503,7.109115103127079
Kurogane no Linebarrels,183,6.748633879781421
Kurokami The Animation,380,6.971052631578948
Kuroko no Basket,4040,7.8660891089108915
Kuroko no Basket 2nd Season,2498,8.002802241793434
Kuroko no Basket 3rd Season,1166,8.03859348198971
Kuroko no Basket: Baka ja Katenai no yo!,248,6.358870967741935
Kuromukuro,41,6.878048780487805
Kuroshitsuji,7238,7.681541862392926
Kuroshitsuji II,4399,7.101159354398727
Kuroshitsuji: Book of Circus,1230,7.428455284552846
Kuroshitsuji: Book of Murder,495,7.531313131313131
Kurozuka,345,6.808695652173913
Kuttsukiboshi,216,5.958333333333333
Kuuchuu Buranko,201,7.721393034825871
Kuusen Madoushi Kouhosei no Kyoukan,305,5.937704918032787
Kyou kara Maou!,408,7.446078431372549
Kyou kara Maou! 3rd Series,120,7.041666666666667
Kyou kara Maou! R,137,6.751824817518248
"Kyou, Koi wo Hajimemasu",298,5.5369127516778525
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,95,6.610526315789474
Kyoukai no Kanata,3727,7.348001073249262
Kyoukai no Kanata Movie: I&#039ll Be Here - Kako-hen,261,6.888888888888889
Kyoukai no Kanata Movie: I&#039ll Be Here - Mirai-hen,309,7.750809061488673
Kyoukai no Rinne (TV),63,7.698412698412699
Kyoukai no Rinne (TV) 2nd Season,14,8.357142857142858
Kyoukaisenjou no Horizon,414,7.053140096618358
Kyoukaisenjou no Horizon II,217,7.096774193548387
Kyouran Kazoku Nikki,105,7.380952380952381
Kyoushirou to Towa no Sora,240,6.4
Kyousou Giga (TV),186,7.634408602150538
Kyuuketsuhime Miyu (TV),149,7.174496644295302
Lamune,229,6.77292576419214
Lance N&#039 Masques,57,5.701754385964913
Last Exile,1090,7.6669724770642205
Last Exile: Ginyoku no Fam,102,6.852941176470588
Layton Kyouju to Eien no Utahime,184,6.141304347826087
Le Chevalier D&#039Eon,181,7.828729281767956
Level E,327,7.0703363914373085
Little Busters!,771,7.560311284046692
Little Busters!: Refrain,480,8.25
Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,99,6.505050505050505
Little Witch Academia,1314,7.361491628614917
Little Witch Academia: Mahoujikake no Parade,370,7.237837837837838
Lodoss-tou Senki,257,7.498054474708171
Lodoss-tou Senki: Eiyuu Kishi Den,145,7.124137931034483
Log Horizon,3273,7.605866177818515
Log Horizon 2nd Season,1182,7.10321489001692
Love Lab,527,6.766603415559772
Love Live! School Idol Project,1522,7.045335085413929
Love Live! School Idol Project 2nd Season,912,7.356359649122807
Love Live! School Idol Project OVA,233,5.721030042918455
Love Live! Sunshine!!,158,6.1075949367088604
Love Live! The School Idol Movie,227,7.387665198237886
Love Stage!!,1187,6.625947767481045
Love Stage!! OVA,318,6.3742138364779874
Loveless,2034,6.818092428711898
LovelyâComplex,3813,7.827694728560189
Luck &amp Logic,73,6.2465753424657535
LuckyâStar,4820,7.547302904564315
LuckyâStar: Original na Visual to Animation,1793,7.185722253206916
Lupin III,242,7.115702479338843
Lupin III (2015),16,7.0
Lupin III: Cagliostro no Shiro,605,7.338842975206612
M3: Sono Kuroki Hagane,58,6.741379310344827
Macross,305,7.80655737704918
Macross 7,81,7.333333333333333
Macross F,879,7.724687144482366
Macross F Movie 1: Itsuwari no Utahime,116,7.275862068965517
Macross F Movie 2: Sayonara no Tsubasa,92,7.130434782608695
Macross Plus,255,7.486274509803922
Macross Zero,251,7.362549800796812
Macross Î,30,5.866666666666666
Macross: Do You Remember Love?,199,8.06532663316583
Madlax,131,7.198473282442748
Magi: Sinbad no Bouken,136,7.125
Magi: Sinbad no Bouken (TV),160,7.51875
Magi: The Kingdom of Magic,1653,7.816091954022989
Magi: The Labyrinth of Magic,2572,7.632192846034215
Magic Kaito 1412,97,7.298969072164948
Magic Knight Rayearth,402,7.119402985074627
Magic Knight Rayearth II,230,7.230434782608696
MagicalâStar Kanon 100%,129,6.10077519379845
Mahoraba: Heartful days,130,7.223076923076923
Mahou Senshi Louie,87,6.816091954022989
Mahou Sensou,615,5.827642276422765
Mahou Shoujo Lyrical Nanoha,576,7.229166666666667
Mahou Shoujo Lyrical Nanoha A&#039s,460,7.8
Mahou Shoujo Lyrical Nanoha StrikerS,307,7.511400651465798
Mahou Shoujo Lyrical Nanoha: The Movie 1st,157,7.681528662420382
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A&#039s,55,7.3090909090909095
Mahou Shoujo MadokaâMagica,7343,8.096690725861365
Mahou Shoujo MadokaâMagica Movie 1: Hajimari no Monogatari,996,7.183734939759036
Mahou Shoujo MadokaâMagica Movie 2: Eien no Monogatari,909,7.394939493949395
Mahou Shoujo MadokaâMagica Movie 3: Hangyaku no Monogatari,1596,7.8088972431077694
Mahou Shoujo Nante Mou Ii Desukara.,25,5.0
Mahou Shoujo Taisen,26,6.076923076923077
Mahou Shoujo-tai Arusu,36,6.388888888888889
Mahouka Koukou no Rettousei,1792,7.392857142857143
Mahoutsukai ni Taisetsu na Koto,73,7.013698630136986
Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,40,7.225
Mai-HiME,913,7.226725082146769
Mai-Otome,433,7.020785219399538
Mai-Otome Zwei,146,6.8561643835616435
Maison Ikkoku,83,8.228915662650602
Majin Tantei Nougami Neuro,333,7.528528528528528
Majo no Takkyuubin,3694,7.39875473741202
Major S1,205,7.965853658536585
Major S2,178,7.926966292134831
Major S3,162,7.950617283950617
Major S4,127,7.9921259842519685
Major S5,113,8.389380530973451
Major S6,72,8.277777777777779
Major: World Series,34,8.882352941176471
Majutsushi Orphen,116,7.224137931034483
Makai Ouji: Devils and Realist,367,6.6348773841961854
Makai Senki Disgaea,325,6.56
Makura no Danshi,139,4.0647482014388485
Mamoru-kun ni Megami no Shukufuku wo!,89,6.865168539325842
Mangirl!,97,5.268041237113402
Maoyuu Maou Yuusha,1162,6.882099827882961
Mardock Scramble: The First Compression,266,7.12781954887218
Mardock Scramble: The Second Combustion,166,6.975903614457831
Mardock Scramble: The Third Exhaust,120,6.85
Maria-sama ga Miteru,280,7.264285714285714
Maria-sama ga Miteru: Haru,156,7.67948717948718
Mariaâ Holic,1141,6.659070990359334
Mariaâ Holic Alive,209,6.301435406698564
Marmalade Boy,239,6.878661087866109
Matantei Loki Ragnarok,228,7.078947368421052
Mawaru Penguindrum,1039,7.623676612127046
Mayoiga,378,5.322751322751323
Medarot,281,6.5088967971530245
Megami Kouhosei,158,5.981012658227848
Meganebu!,81,6.098765432098766
Mekakucity Actors,1620,6.639506172839506
Memories,418,7.277511961722488
Mermaid Forest,83,6.0
Mermaid Melody Pichi Pichi Pitch,492,6.3028455284552845
Mermaid Melody Pichi Pichi Pitch Pure,309,6.459546925566343
Metal Fight Beyblade,70,6.685714285714286
Metropolis,735,6.970068027210885
Michiko to Hatchin,481,7.652806652806653
Mikagura Gakuen Kumikyoku,165,6.5212121212121215
Mikakunin de Shinkoukei,1000,7.085
Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,138,6.746376811594203
Mimi wo Sumaseba,1732,7.5796766743648964
Minami-ke,1118,7.56350626118068
Minami-ke Betsubara,158,6.848101265822785
Minami-ke Okaeri,381,7.139107611548557
Minami-ke Okawari,510,7.270588235294118
Minami-ke Omatase,46,6.760869565217392
Minami-ke Tadaima,115,6.947826086956522
Mind Game,327,7.712538226299694
MiracleâTrain: Oedo-sen e Youkoso,84,6.345238095238095
Mirai Nikki,1737,6.369027058146229
Mirai Nikki (TV),9778,7.822663121292698
Mirai Nikki Redial,2191,6.943404837973528
Mirai Shounen Conan,108,7.296296296296297
Miss Monochrome: The Animation,178,6.01123595505618
Mitsu x Mitsu Drops,305,5.836065573770492
Mitsudomoe,425,7.08235294117647
Mitsudomoe Zouryouchuu!,229,7.0524017467248905
Mnemosyne: Mnemosyne no Musume-tachi,1037,7.284474445515912
Mob Psycho 100,745,7.6563758389261745
Mobile Fighter G Gundam,464,7.379310344827586
Mobile Police Patlabor: On Television,61,7.60655737704918
Mobile Police Patlabor: The Movie,165,6.606060606060606
Mobile Suit Gundam,403,7.233250620347395
Mobile Suit Gundam 00,1468,7.8283378746594
Mobile Suit Gundam 00 Second Season,1034,7.648936170212766
Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,353,7.025495750708215
Mobile Suit Gundam 0080: War in the Pocket,238,7.390756302521009
Mobile Suit Gundam 0083: Stardust Memory,238,6.987394957983193
Mobile Suit Gundam AGE,61,6.590163934426229
Mobile Suit Gundam F91,130,6.438461538461539
Mobile Suit Gundam I,139,6.733812949640288
Mobile Suit Gundam Seed,1226,7.664763458401305
Mobile Suit Gundam Seed Destiny,866,7.121247113163972
Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future,183,7.398907103825136
Mobile Suit Gundam Unicorn,130,8.261538461538462
Mobile Suit Gundam Wing,1238,7.465266558966074
Mobile Suit Gundam Wing: Endless Waltz,425,7.023529411764706
Mobile Suit Gundam Wing: Endless Waltz Movie,600,7.28
Mobile Suit Gundam ZZ,99,5.97979797979798
Mobile Suit Gundam: Char&#039s Counterattack,214,7.401869158878505
Mobile Suit Gundam: Iron-Blooded Orphans,144,7.465277777777778
Mobile Suit Gundam: The 08th MS Team,399,7.87468671679198
Mobile Suit Zeta Gundam,207,7.63768115942029
Momo e no Tegami,243,7.1440329218107
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,1929,7.363919129082426
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,392,6.160714285714286
Monochrome Factor,293,6.945392491467577
Monogatari Series: Second Season,1531,8.22926192031352
Mononoke,559,8.150268336314848
Mononoke Hime,7649,8.02483984834619
Monster,1385,8.571119133574006
Monster Farm: Enbanseki no Himitsu,155,5.703225806451613
Morita-san wa Mukuchi.,74,6.5
Moshidora,51,6.862745098039215
Mouretsu Pirates,186,7.06989247311828
Mouryou no Hako,88,6.681818181818182
Mousou Dairinin,1615,7.379566563467492
Moyashimon,303,7.323432343234323
Moyashimon Returns,59,6.322033898305085
Mugen no Ryvius,72,7.791666666666667
Murder Princess,510,6.6568627450980395
Musaigen no Phantom World,539,6.873840445269017
Musekinin Kanchou Tylor,122,7.89344262295082
Mushibugyou,93,7.580645161290323
Mushishi,2172,8.444290976058932
Mushishi Zoku Shou,455,8.18021978021978
Mushishi Zoku Shou 2nd Season,278,8.10431654676259
Mushishi Zoku Shou: Suzu no Shizuku,105,7.628571428571429
Mutsu Enmei Ryuu Gaiden: Shura no Toki,58,6.379310344827586
Muv-Luv Alternative: Total Eclipse,262,6.958015267175573
Myself Yourself,1684,7.048693586698337
MÃR,80,6.975
NHK ni Youkoso!,3497,8.090363168430082
Nabari no Ou,900,7.387777777777778
Nagato Yuki-chan no Shoushitsu,208,6.490384615384615
Nagi no Asukara,1513,8.03172504957039
