name,size
Kareshi Kanojo no Jijou,False
Karigurashi no Arrietty,True
Karin,True
Karneval (TV),False
Kashimashi: Girl Meets Girl,False
Katanagatari,False
Katekyo Hitman Reborn!,True
Katte ni Kaizou,False
Kaze Tachinu,False
Kaze no Stigma,True
Kaze no Tani no NausicaÃ¤,True
Kekkai Sensen,False
Kekkaishi,False
Kemono no Souja Erin,False
Kemonozume,False
Kenran Butou Sai: The Mars Daybreak,False
Keroro Gunsou,False
Kiba,False
Kiddy GiRL-AND,False
Kidou Senkan Nadesico,False
Kidou Tenshi Angelic Layer,False
Kill Me Baby,False
Kill la Kill,True
Kimagure OrangeâRoad,False
Kimi ga Nozomu Eien,True
Kimi ga Nozomu Eien: Next Season,False
Kimi ni Todoke,True
Kimi ni Todoke 2nd Season,True
Kimi no Iru Machi,False
Kimi no Iru Machi: Tasogare Kousaten,False
Kimi no Na wa.,False
Kimi to Boku.,False
Kimi to Boku. 2,False
Kimikiss Pure Rouge,False
Kingdom,False
Kingdom 2nd Season,False
Kingsglaive: Final Fantasy XV,False
Kiniro Mosaic,False
Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,False
Kino no Tabi: The Beautiful World,False
Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,False
KirarinâRevolution,False
Kiseijuu: Sei no Kakuritsu,True
Kitakubu Katsudou Kiroku,False
Kite Liberator,False
Kiznaiver,False
Kizumonogatari I: Tekketsu-hen,False
Kizumonogatari II: Nekketsu-hen,False
Kobato.,False
Kodomo no Omocha (TV),False
Koe no Katachi,False
Koi Kaze,False
Koi to Senkyo to Chocolate,False
Koihimeâ Musou,False
Kokoro Connect,True
Kokoro ga Sakebitagatterunda.,False
Komori-san wa Kotowarenai!,False
Konjiki no Gash Bell!!,False
Kono Bijutsubu ni wa Mondai ga Aru!,False
"Kono Danshi, Ningyo Hiroimashita.",False
"Kono Danshi, Uchuujin to Tatakaemasu.",False
Kono Minikuku mo Utsukushii Sekai,False
Kono Subarashii Sekai ni Shukufuku wo!,True
Kono Subarashii Sekai ni Shukufuku wo! OVA,False
Kotonoha no Niwa,True
Kotoura-san,True
Koufuku Graffiti,False
Koutetsu Tenshi Kurumi,False
Koutetsujou no Kabaneri,False
Kowabon,False
Kowarekake no Orgel,False
Kuma Miko,False
"Kumo no Mukou, Yakusoku no Basho",True
Kuragehime,True
Kurau Phantom Memory,False
Kure-nai,False
Kurenai no Buta,True
Kurogane no Linebarrels,False
Kurokami The Animation,False
Kuroko no Basket,True
Kuroko no Basket 2nd Season,True
Kuroko no Basket 3rd Season,True
Kuroko no Basket: Baka ja Katenai no yo!,False
Kuromukuro,False
Kuroshitsuji,True
Kuroshitsuji II,True
Kuroshitsuji: Book of Circus,True
Kuroshitsuji: Book of Murder,False
Kurozuka,False
Kuttsukiboshi,False
Kuuchuu Buranko,False
Kuusen Madoushi Kouhosei no Kyoukan,False
Kyou kara Maou!,False
Kyou kara Maou! 3rd Series,False
Kyou kara Maou! R,False
"Kyou, Koi wo Hajimemasu",False
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,False
Kyoukai no Kanata,True
Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen,False
Kyoukai no Kanata Movie: I&#039;ll Be Here - Mirai-hen,False
Kyoukai no Rinne (TV),False
Kyoukai no Rinne (TV) 2nd Season,False
Kyoukaisenjou no Horizon,False
Kyoukaisenjou no Horizon II,False
Kyouran Kazoku Nikki,False
Kyoushirou to Towa no Sora,False
Kyousou Giga (TV),False
Kyuuketsuhime Miyu (TV),False
Lamune,False
Lance N&#039; Masques,False
Last Exile,False
Last Exile: Ginyoku no Fam,False
Layton Kyouju to Eien no Utahime,False
Le Chevalier D&#039;Eon,False
Level E,False
Little Busters!,False
Little Busters!: Refrain,False
Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,False
Little Witch Academia,True
Little Witch Academia: Mahoujikake no Parade,False
Lodoss-tou Senki,False
Lodoss-tou Senki: Eiyuu Kishi Den,False
Log Horizon,True
Log Horizon 2nd Season,True
Love Lab,False
Love Live! School Idol Project,True
Love Live! School Idol Project 2nd Season,False
Love Live! School Idol Project OVA,False
Love Live! Sunshine!!,False
Love Live! The School Idol Movie,False
Love Stage!!,True
Love Stage!! OVA,False
Loveless,True
LovelyâComplex,True
Luck &amp; Logic,False
LuckyâStar,True
LuckyâStar: Original na Visual to Animation,True
Lupin III,False
Lupin III (2015),False
Lupin III: Cagliostro no Shiro,False
M3: Sono Kuroki Hagane,False
Macross,False
Macross 7,False
Macross F,False
Macross F Movie 1: Itsuwari no Utahime,False
Macross F Movie 2: Sayonara no Tsubasa,False
Macross Plus,False
Macross Zero,False
Macross Î,False
Macross: Do You Remember Love?,False
Madlax,False
Magi: Sinbad no Bouken,False
Magi: Sinbad no Bouken (TV),False
Magi: The Kingdom of Magic,True
Magi: The Labyrinth of Magic,True
Magic Kaito 1412,False
Magic Knight Rayearth,False
Magic Knight Rayearth II,False
MagicalâStar Kanon 100%,False
Mahoraba: Heartful days,False
Mahou Senshi Louie,False
Mahou Sensou,False
Mahou Shoujo Lyrical Nanoha,False
Mahou Shoujo Lyrical Nanoha A&#039;s,False
Mahou Shoujo Lyrical Nanoha StrikerS,False
Mahou Shoujo Lyrical Nanoha: The Movie 1st,False
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A&#039;s,False
Mahou Shoujo MadokaâMagica,True
Mahou Shoujo MadokaâMagica Movie 1: Hajimari no Monogatari,False
Mahou Shoujo MadokaâMagica Movie 2: Eien no Monogatari,False
Mahou Shoujo MadokaâMagica Movie 3: Hangyaku no Monogatari,True
Mahou Shoujo Nante Mou Ii Desukara.,False
Mahou Shoujo Taisen,False
Mahou Shoujo-tai Arusu,False
Mahouka Koukou no Rettousei,True
Mahoutsukai ni Taisetsu na Koto,False
Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,False
Mai-HiME,False
Mai-Otome,False
Mai-Otome Zwei,False
Maison Ikkoku,False
Majin Tantei Nougami Neuro,False
Majo no Takkyuubin,True
Major S1,False
Major S2,False
Major S3,False
Major S4,False
Major S5,False
Major S6,False
Major: World Series,False
Majutsushi Orphen,False
Makai Ouji: Devils and Realist,False
Makai Senki Disgaea,False
Makura no Danshi,False
Mamoru-kun ni Megami no Shukufuku wo!,False
Mangirl!,False
Maoyuu Maou Yuusha,True
Mardock Scramble: The First Compression,False
Mardock Scramble: The Second Combustion,False
Mardock Scramble: The Third Exhaust,False
Maria-sama ga Miteru,False
Maria-sama ga Miteru: Haru,False
Mariaâ Holic,True
Mariaâ Holic Alive,False
Marmalade Boy,False
Matantei Loki Ragnarok,False
Mawaru Penguindrum,False
Mayoiga,False
Medarot,False
Megami Kouhosei,False
Meganebu!,False
Mekakucity Actors,True
Memories,False
Mermaid Forest,False
Mermaid Melody Pichi Pichi Pitch,False
Mermaid Melody Pichi Pichi Pitch Pure,False
Metal Fight Beyblade,False
Metropolis,False
Michiko to Hatchin,False
Mikagura Gakuen Kumikyoku,False
Mikakunin de Shinkoukei,False
Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,False
Mimi wo Sumaseba,True
Minami-ke,False
Minami-ke Betsubara,False
Minami-ke Okaeri,False
Minami-ke Okawari,False
Minami-ke Omatase,False
Minami-ke Tadaima,False
Mind Game,False
MiracleâTrain: Oedo-sen e Youkoso,False
Mirai Nikki,True
Mirai Nikki (TV),True
Mirai Nikki Redial,True
Mirai Shounen Conan,False
Miss Monochrome: The Animation,False
Mitsu x Mitsu Drops,False
Mitsudomoe,False
Mitsudomoe Zouryouchuu!,False
Mnemosyne: Mnemosyne no Musume-tachi,False
Mob Psycho 100,False
Mobile Fighter G Gundam,False
Mobile Police Patlabor: On Television,False
Mobile Police Patlabor: The Movie,False
Mobile Suit Gundam,False
Mobile Suit Gundam 00,True
Mobile Suit Gundam 00 Second Season,False
Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,False
Mobile Suit Gundam 0080: War in the Pocket,False
Mobile Suit Gundam 0083: Stardust Memory,False
Mobile Suit Gundam AGE,False
Mobile Suit Gundam F91,False
Mobile Suit Gundam I,False
Mobile Suit Gundam Seed,True
Mobile Suit Gundam Seed Destiny,False
Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future,False
Mobile Suit Gundam Unicorn,False
Mobile Suit Gundam Wing,True
Mobile Suit Gundam Wing: Endless Waltz,False
Mobile Suit Gundam Wing: Endless Waltz Movie,False
Mobile Suit Gundam ZZ,False
Mobile Suit Gundam: Char&#039;s Counterattack,False
Mobile Suit Gundam: Iron-Blooded Orphans,False
Mobile Suit Gundam: The 08th MS Team,False
Mobile Suit Zeta Gundam,False
Momo e no Tegami,False
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,True
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,False
Monochrome Factor,False
Monogatari Series: Second Season,True
Mononoke,False
Mononoke Hime,True
Monster,True
Monster Farm: Enbanseki no Himitsu,False
Morita-san wa Mukuchi.,False
Moshidora,False
Mouretsu Pirates,False
Mouryou no Hako,False
Mousou Dairinin,True
Moyashimon,False
Moyashimon Returns,False
Mugen no Ryvius,False
Murder Princess,False
Musaigen no Phantom World,False
Musekinin Kanchou Tylor,False
Mushibugyou,False
Mushishi,True
Mushishi Zoku Shou,False
Mushishi Zoku Shou 2nd Season,False
Mushishi Zoku Shou: Suzu no Shizuku,False
Mutsu Enmei Ryuu Gaiden: Shura no Toki,False
Muv-Luv Alternative: Total Eclipse,False
Myself; Yourself,True
MÃR,False
NHK ni Youkoso!,True
Nabari no Ou,False
Nagato Yuki-chan no Shoushitsu,False
Nagi no Asukara,True
Namiuchigiwa no Muromi-san,False
Nana,True
Nanatsu no Taizai OVA,False
Nanatsu-iroâDrops,False
Narutaru: Mukuro Naru Hoshi Tama Taru Ko,False
Naruto,True
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,True
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,True
Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,True
Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen taikai Kaisai!!,False
Naruto SD: Rock Lee no Seishun Full-Power Ninden,False
Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,False
Naruto x UT,False
Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,False
Naruto: Shippuuden Movie 1,True
Naruto: Shippuuden Movie 2 - Kizuna,True
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,True
Naruto: Shippuuden Movie 4 - The Lost Tower,True
Naruto: Shippuuden Movie 5 - Blood Prison,False
Naruto: Shippuuden Movie 6 - Road to Ninja,True
Natsu no Arashi!,False
Natsu-iro Kiseki,False
Natsume Yuujinchou,True
Natsume Yuujinchou San,False
Natsume Yuujinchou Shi,False
Natsume Yuujinchou: Itsuka Yuki no Hi ni,False
Natsuyuki Rendezvous,False
Nejimaki Seirei Senki: Tenkyou no Alderamin,False
Neko no Ongaeshi,True
Nekojiru-sou,False
Nekomonogatari: Kuro,True
Neon Genesis Evangelion,True
Neon Genesis Evangelion: Death &amp; Rebirth,True
Neon Genesis Evangelion: The End of Evangelion,True
Nerawareta Gakuen,False
New Game!,False
New Prince of Tennis,False
Nichijou,True
Nichijou: Nichijou no 0-wa,False
NieA Under 7,False
Night Head Genesis,False
Night Wizard,False
Nijiiro Days,False
Nijuu Mensou no Musume,False
Ninin ga Shinobuden,False
Nisemonogatari,True
No.6,True
Nobunaga Concerto,False
Nobunaga the Fool,False
Nobunagun,False
Nodame Cantabile,True
Nodame Cantabile Finale,False
Nodame Cantabile OVA,False
Nodame Cantabile OVA 2,False
Nodame Cantabile: Paris-hen,False
Noein: Mou Hitori no Kimi e,False
Nogizaka Haruka no Himitsu,False
Nogizaka Haruka no Himitsu: Finale,False
Noir,False
Non Non Biyori,False
Non Non Biyori Repeat,False
Non Non Biyori: Okinawa e Ikukoto ni Natta,False
Noragami,True
Noragami Aragoto,True
Noragami Aragoto OVA,False
Noragami OVA,False
Norn9: Norn+Nonet,False
Nurarihyon no Mago,False
Nurarihyon no Mago: Sennen Makyou,False
Nyanpire The Animation,False
Oban Star-Racers,False
Oda Nobuna no Yabou,False
Ojamajo Doremi,False
Ojisan to Marshmallow,False
Okusama wa Joshikousei (TV),False
Omoide Poroporo,False
Omoide no Marnie,False
One Outs,False
One Piece 3D: Mugiwara Chase,False
One Piece Film: Gold,False
One Piece Film: Strong World,False
One Piece Film: Strong World Episode 0,False
One Piece Film: Z,False
One Piece Movie 1,False
One Piece Movie 2: Nejimaki-jima no Daibouken,False
One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,False
One Piece Movie 4: Dead End no Bouken,False
One Piece Movie 5: Norowareta Seiken,False
One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,False
One Piece Movie 7: Karakuri-jou no Mecha Kyohei,False
One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,False
"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",False
One Piece: Jango no Dance Carnival,False
One Piece: Mezase! Kaizoku Yakyuu Ou,False
One Piece: Romance Dawn Story,False
One Piece: Taose! Kaizoku Ganzack,False
One Piece: Yume no Soccer Ou!,False
One Punch Man,True
One Punch Man: Road to Hero,False
Oneechan ga Kita,False
OnegaiâTeacher,True
OnegaiâTwins: Natsu wa Owaranai,False
Onigiri,False
Onsen Yousei Hakone-chan,False
Ookami Kodomo no Ame to Yuki,True
Ookami Shoujo to Kuro Ouji,True
Ookami Shoujo to Kuro Ouji OVA,False
Ookami to Koushinryou,True
Ookami to Koushinryou II,True
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,False
Ookami-san to Shichinin no Nakama-tachi,True
Ookamikakushi,False
Ookiku Furikabutte,False
Ookiku Furikabutte: Natsu no Taikai-hen,False
Ooyasan wa Shishunki!,False
Orange,False
Ore Monogatari!!,False
Ore no Imouto ga Konnani Kawaii Wake ga Nai,True
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,True
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",True
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA",False
"Ore, Twintail ni Narimasu.",False
Orenchi no Furo Jijou,False
Oshiete! Galko-chan,False
Osomatsu-san,False
Otaku no Video,False
Otome Youkai Zakuro,False
Otome wa Boku ni Koishiteru,False
Ou Dorobou Jing,False
Ouritsu Uchuugun: Honneamise no Tsubasa,False
Over Drive,False
Overlord,True
Overlord: Ple Ple Pleiades (OVA),False
Owari no Seraph,True
Owari no Seraph: Kyuuketsuki Shahar,False
Owari no Seraph: Nagoya Kessen-hen,False
Owarimonogatari,False
Pale Cocoon,False
Pan de Peace!,False
Pandora Hearts,True
Paniponi Dash!,False
Papa no Iukoto wo Kikinasai!,False
Papa no Iukoto wo Kikinasai! OVA,False
Paprika,True
Paradise Kiss,True
Peace Maker Kurogane,False
Peach Girl,False
Perfect Blue,True
Persona 3 the Movie 1: Spring of Birth,False
Persona 3 the Movie 2: Midsummer Knight&#039;s Dream,False
Persona 3 the Movie 3: Falling Down,False
Persona 3 the Movie 4: Winter of Rebirth,False
Persona 4 the Animation,True
Persona 4 the Golden Animation,False
Persona: Trinity Soul,False
Petshop of Horrors,False
Phantasy Star Online 2 The Animation,False
Phantom: Requiem for the Phantom,True
Phi Brain: Kami no Puzzle,False
Phi Brain: Kami no Puzzle - Orpheus Order-hen,False
Phi Brain: Kami no Puzzle - Shukuteki! RÃ¤tsel-hen,False
Piano no Mori,False
Ping Pong The Animation,False
Pita Ten,False
Planetes,False
Plastic Memories,True
Pokemon,True
Pokemon Advanced Generation,False
Pokemon Advanced Generation: Mew to Hadou no Yuusha Lucario,False
Pokemon Advanced Generation: Nanayo no Negaiboshi Jirachi,False
Pokemon Advanced Generation: Pokemon Ranger to Umi no Ouji Manaphy,False
Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,False
Pokemon Best Wishes!,False
Pokemon Best Wishes! Season 2,False
Pokemon Best Wishes! Season 2: Episode N,False
Pokemon Best Wishes! Season 2: Kyurem vs. Seikenshi,False
Pokemon Best Wishes!: Victini to Kuroki Eiyuu Zekrom,False
Pokemon Best Wishes!: Victini to Shiroki Eiyuu Reshiram,False
Pokemon Diamond &amp; Pearl,False
Pokemon Diamond &amp; Pearl: Arceus Choukoku no Jikuu e,False
Pokemon Diamond &amp; Pearl: Dialga vs. Palkia vs. Darkrai,False
Pokemon Diamond &amp; Pearl: Genei no Hasha Zoroark,False
Pokemon Diamond &amp; Pearl: Giratina to Sora no Hanataba Sheimi,False
Pokemon Housoukyoku,False
Pokemon XY,False
Pokemon XY&amp;Z,False
Pokemon: Celebi Toki wo Koeta Deai,False
Pokemon: Kesshoutou no Teiou Entei,True
Pokemon: Maboroshi no Pokemon Lugia Bakutan,True
Pokemon: Mewtwo no Gyakushuu,True
Pokemon: Mizu no Miyako no Mamorigami Latias to Latios,False
Pokemon: Pichu to Pikachu,False
Pokemon: Pikachu Tankentai,False
Pokemon: Pikachu no Natsuyasumi,False
Poyopoyo Kansatsu Nikki,False
Prince of Stride: Alternative,False
Prince of Tennis,False
Prince of Tennis: The National Tournament,False
Prince of Tennis: The National Tournament Finals,False
Prince of Tennis: The National Tournament Semifinals,False
"Prince of Tennis: The Two Samurai, The First Game",False
Princess Princess,False
Princess Tutu,False
Prism Ark,False
Psycho-Pass,True
Psycho-Pass 2,True
Psycho-Pass Movie,False
Pumpkin Scissors,False
Puni PuniâPoemii,False
Pupa,False
Pupipo!,False
Qualidea Code,False
R.O.D OVA,False
R.O.D the TV,False
RD Sennou Chousashitsu,False
RDG: Red Data Girl,False
RagnarÃ¶k the Animation,False
RahXephon,False
Rainbow: Nisha Rokubou no Shichinin,False
Rakuen Tsuihou: Expelled from Paradise,False
Ranma Â½,False
Ranma Â½ OVA,False
Ranma Â½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,False
Ranpo Kitan: Game of Laplace,False
Re-Kan!,False
Re:Zero kara Hajimeru Isekai Seikatsu,True
Re:â£Hamatora,False
ReLIFE,False
Rec,False
Recorder to Randoseru Doâª,False
Recorder to Randoseru Reâª,False
Red Garden,False
Redline,True
Regalia: The Three Sacred Stars,False
Reikenzan: Hoshikuzu-tachi no Utage,False
Rekka no Honoo,False
Rental Magica,False
Rewrite,False
RideBack,False
Rinne no Lagrange,False
Rinne no Lagrange Season 2,False
Ristorante Paradiso,False
Robotics;Notes,False
Rockman.EXE,False
Rokka no Yuusha,True
RollingâGirls,False
Romeo no Aoi Sora,False
Romeo x Juliet,False
Rose of Versailles,False
Rozen Maiden,True
Rozen Maiden (2013),False
Rozen Maiden: TrÃ¤umend,True
Rurouni Kenshin: Meiji Kenkaku Romantan,True
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,False
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,False
Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen,False
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,True
Ryuugajou Nanana no Maizoukin (TV),False
SKET Dance,False
Sabagebu!,False
Sacred Seven,False
Saint Seiya,False
Saint Seiya Omega,False
Saint Seiya: Meiou Hades Elysion-hen,False
Saint Seiya: Meiou Hades Juuni Kyuu-hen,False
Saint Seiya: Meiou Hades Meikai-hen,False
Saint Seiya: The Lost Canvas - Meiou Shinwa,False
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,False
SaintâOniisan,False
SaintâOniisan (Movie),False
Saishuu Heiki Kanojo,False
Saiunkoku Monogatari,False
Saiunkoku Monogatari 2nd Season,False
Saiyuuki Reload,False
Sakamichi no Apollon,True
Sakamoto desu ga?,False
Sakasama no Patema,False
Saki,False
Saki Achiga-hen: Episode of Side-A,False
Saki Zenkoku-hen,False
Sakigake!! Cromartie Koukou,False
Sakura Trick,False
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,False
Sakurasou no Pet na Kanojo,True
Samurai 7,False
Samurai Champloo,True
Samurai Deeper Kyou,False
Samurai Flamenco,False
Sansha Sanyou,False
Sanzoku no Musume Ronja,False
Saraiya Goyou,False
Sasameki Koto,False
Sasami-san@Ganbaranai,False
Sayonara Zetsubou Sensei,True
School Days: Valentine Days,False
School Rumble,True
School Rumble Ichi Gakki Hoshuu,False
School Rumble Ni Gakki,True
School Rumble San Gakki,False
Schwarzesmarken,False
Scrapped Princess,False
Seihou Bukyou Outlaw Star,False
Seikai no Monshou,False
Seikai no Senki,False
Seikai no Senki II,False
Seiken no Blacksmith,False
Seikimatsu Occult Gakuin,False
Seirei no Moribito,False
Seisen Cerberus: Ryuukoku no FatalitÃ©s,False
Seitokai Yakuindomo,True
Seitokai Yakuindomo OVA,False
Seitokai Yakuindomo*,False
Seiyou Kottou Yougashiten: Antique,False
Sekai Seifuku: Bouryaku no Zvezda,False
Sekaiichi Hatsukoi,True
Sekaiichi Hatsukoi 2,True
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,False
Sekaiichi Hatsukoi OVA,False
Sekaiichi Hatsukoi: Valentine-hen,False
Sekkou Boys,False
Selector Infected WIXOSS,False
Selector Spread WIXOSS,False
Sen to Chihiro no Kamikakushi,True
Sengoku Basara,False
Sengoku Basara Movie: The Last Party,False
Sengoku Basara Two,False
Sengoku Basara: Judge End,False
Sengoku Collection,False
Sengoku Musou,False
Sengoku Otome: Momoiro Paradox,False
Senjou no Valkyria,False
"Senki Zesshou Symphogear G: In the Distance, That Day, When the Star Became Music...",False
Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist.,False
"Senki Zesshou Symphogear: Meteoroid-Falling, Burning, and Disappear, Then...",False
Senkou no Night Raid,False
Sennen Joyuu,False
Senyuu.,False
Senyuu. 2,False
Serial Experiments Lain,True
Servamp,False
Servant x Service,False
Seto no Hanayome,True
Seto no Hanayome OVA,False
Shakugan no Shana,True
Shakugan no Shana II (Second),True
Shakugan no Shana III (Final),False
Shakugan no Shana Movie,False
Shakugan no Shana S,False
Shaman King,True
Shangri-La,False
Shigatsu wa Kimi no Uso,True
Shigatsu wa Kimi no Uso: Moments,False
Shigofumi,False
Shigurui,False
Shijou Saikyou no Deshi Kenichi,True
Shijou Saikyou no Deshi Kenichi OVA,False
Shikabane Hime: Aka,False
Shikabane Hime: Kuro,False
Shiki,True
Shin Angyo Onshi,False
Shin Shirayuki-hime Densetsu PrÃ©tear,False
Shingeki no Bahamut: Genesis,False
Shingeki no Kyojin,True
Shingeki no Kyojin Movie 1: Guren no Yumiya,False
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,False
Shingeki no Kyojin OVA,True
Shingeki no Kyojin: Kuinaki Sentaku,False
Shingeki! Kyojin Chuugakkou,False
Shingetsutan Tsukihime,False
Shinigami no Ballad.,False
Shining Hearts: Shiawase no Pan,False
Shining Tears X Wind,False
Shinkyoku Soukai Polyphonica,False
Shinkyoku Soukai Polyphonica Crimson S,False
Shinrei Tantei Yakumo,False
Shinreigari: Ghost Hound,False
Shinryaku! Ika Musume,False
Shinryaku!! Ika Musume,False
Shinryaku!? Ika Musume,False
Shinsekai yori,True
Shion no Ou,False
Shirobako,False
Shirogane no Ishi: Argevollen,False
Shirokuma Cafe,False
Shisha no Teikoku,False
Shonan Junai Gumi!,False
Shoujo Kakumei Utena,False
Shoujo Kakumei Utena: Adolescence Mokushiroku,False
Shoujo-tachi wa Kouya wo Mezasu,False
Shounen Maid,False
Shounen Onmyouji,False
Shouwa Genroku Rakugo Shinjuu,False
Show By Rock!!,False
Shugo Chara!,True
Shugo Chara! Party!,False
Shugo Chara!! Doki,False
Sidonia no Kishi,False
Sidonia no Kishi: Daikyuu Wakusei Seneki,False
Simoun,False
Sketchbook: Full Color&#039;s,False
Skip Beat!,True
Skull Man,False
Sky Girls,False
Slam Dunk,False
Slayers,False
Slayers Evolution-R,False
Slayers Excellent,False
Slayers Gorgeous,False
Slayers Great,False
Slayers Next,False
Slayers Premium,False
Slayers Return,False
Slayers Revolution,False
Slayers Special,False
Slayers Try,False
Slayers: The Motion Picture,False
So Ra No Wo To,False
Sola,False
Solty Rei,False
SoniAni: Super Sonico The Animation,False
Sonic X,False
Sora no Manimani,False
Sora no Method,False
Sora wo Kakeru Shoujo,False
Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,False
Sore ga Seiyuu!,False
Soredemo Machi wa Mawatteiru,False
Soredemo Sekai wa Utsukushii,False
Soukyuu no Fafner: Dead Aggressor,False
Soul Eater,True
Soul Link,False
Sousei no Aquarion,False
SpaceâDandy,False
SpaceâDandy 2nd Season,False
Special A,True
Speed Grapher,False
Spiral: Suiri no Kizuna,False
Spriggan,False
Star Driver: Kagayaki no Takuto,False
Starmyu,False
Steamboy,False
Steins;Gate,True
Steins;Gate Movie: Fuka Ryouiki no DÃ©jÃ  vu,True
Stella Jogakuin Koutou-ka CÂ³-bu,False
Strait Jacket,False
Strange+,False
Stranger: Mukou Hadan,True
Strawberry Panic,False
Street Fighter II V,False
Street Fighter II: The Movie,False
Subete ga F ni Naru: The Perfect Insider,False
Sugar Sugar Rune,False
Suisei no Gargantia,True
"Suisei no Gargantia: Meguru Kouro, Haruka",False
Suki na Mono wa Suki Dakara Shou ga Nai!!,False
Sukitte Ii na yo.,True
Sukitte Ii na yo.: Dareka ga,False
Summer Wars,True
Sumomomo Momomo: Chijou Saikyou no Yome,False
Super Lovers,False
Super Seisyun Brothers,False
Supernatural The Animation,False
Suzuka,False
Suzumiya Haruhi no Shoushitsu,True
Suzumiya Haruhi no Yuuutsu,True
Suzumiya Haruhi no Yuuutsu (2009),True
Sweat Punch,False
Switch,False
Sword Art Online,True
Sword Art Online II,True
Taboo Tattoo,False
Tactics,False
Taifuu no Noruda,False
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,False
Tales of Phantasia The Animation,False
Tales of Symphonia The Animation: Sekai Tougou-hen,False
Tales of Symphonia The Animation: Sylvarant-hen,False
Tales of Symphonia The Animation: Tethe&#039;alla-hen,False
Tales of Vesperia: The First Strike,False
Tales of Zestiria the X,False
Tales of the Abyss,False
Tamako Love Story,False
Tamako Market,False
Tamayura,False
Tamayura: Hitotose,False
Tanaka-kun wa Itsumo Kedaruge,False
Tantei Gakuen Q,False
Tantei Opera Milky Holmes,False
Tari Tari,False
Tasogare Otome x Amnesia,True
Tatakau Shisho: The Book of Bantorra,False
Tears to Tiara,False
Teekyuu,False
Teekyuu 2,False
Teekyuu 3,False
Tegamibachi,False
Tegamibachi Reverse,False
Tekken: Blood Vengeance,False
Tekkon Kinkreet,False
Tenchi Muyou! Ryououki,False
Tenchi Muyou! in Love,False
Tengen Toppa Gurren Lagann,True
Tengen Toppa Gurren Lagann Movie: Gurren-hen,False
Tengen Toppa Gurren Lagann Movie: Lagann-hen,False
Tengen Toppa Gurren Lagann Movie: Lagann-hen Special - Viral no Amai Yume,False
Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,False
Tenjou Tenge: The Past Chapter,False
Tenjou Tenge: The Ultimate Fight,False
Tenkuu no Escaflowne,False
Tenkuu no Shiro Laputa,True
Tenshi Kinryouku,False
Tenshi na Konamaiki,False
Tenshi no Tamago,False
Terra Formars,False
Terra Formars Revenge,False
Terra Formars: Bugs 2-hen,False
Terra e... (TV),False
Tetsuwan Birdy,False
